system,dp,sample_idx,rg
PDMS,30,102,15.278436660766602
PDMS,30,103,11.027874946594238
PDMS,30,104,10.537666320800781
PDMS,30,105,10.371185302734375
PDMS,30,106,19.337697982788086
PDMS,30,107,9.669747352600098
PDMS,30,108,15.854068756103516
PDMS,30,109,16.064477920532227
PDMS,30,110,16.48908805847168
PDMS,30,111,19.65277671813965
PDMS,30,112,14.816168785095215
PDMS,30,113,12.6756010055542
PDMS,30,114,13.236286163330078
PDMS,30,115,17.427722930908203
PDMS,30,116,11.586689949035645
PDMS,30,117,14.268988609313965
PDMS,30,118,18.414569854736328
PDMS,30,119,16.24281883239746
PDMS,30,120,12.59245491027832
PDMS,30,121,15.331048965454102
PDMS,30,122,17.47758674621582
PDMS,30,123,18.90592384338379
PDMS,30,124,19.186872482299805
PDMS,30,125,18.188838958740234
PDMS,30,126,11.150114059448242
PDMS,30,127,14.384713172912598
PDMS,30,128,18.239761352539062
PDMS,30,129,17.892236709594727
PDMS,30,130,14.895386695861816
PDMS,30,131,19.475021362304688
PDMS,30,132,10.93607234954834
PDMS,30,133,12.080437660217285
PDMS,30,134,17.850664138793945
PDMS,30,135,13.867388725280762
PDMS,30,136,19.496929168701172
PDMS,30,137,10.4534912109375
PDMS,30,138,11.331615447998047
PDMS,30,139,14.54012680053711
PDMS,30,140,17.477144241333008
PDMS,30,141,17.188980102539062
PDMS,30,142,20.231555938720703
PDMS,30,143,11.642542839050293
PDMS,30,144,19.419750213623047
PDMS,30,145,10.974403381347656
PDMS,30,146,9.585153579711914
PDMS,30,147,13.268638610839844
PDMS,30,148,16.526636123657227
PDMS,30,149,19.213014602661133
PDMS,30,150,13.375266075134277
PDMS,30,151,14.638668060302734
PDMS,30,152,11.779799461364746
PDMS,30,153,14.353918075561523
PDMS,30,154,12.730558395385742
PDMS,30,155,11.280649185180664
PDMS,30,156,10.730839729309082
PDMS,30,157,14.269695281982422
PDMS,30,158,19.06219482421875
PDMS,30,159,17.100326538085938
PDMS,30,160,16.126516342163086
PDMS,30,161,11.997217178344727
PDMS,30,162,10.620794296264648
PDMS,30,163,16.990283966064453
PDMS,30,164,14.09909725189209
PDMS,30,165,10.744742393493652
PDMS,30,166,11.641889572143555
PDMS,30,167,15.556991577148438
PDMS,30,168,15.775456428527832
PDMS,30,169,15.327474594116211
PDMS,30,170,13.567490577697754
PDMS,30,171,18.600812911987305
PDMS,30,172,11.856522560119629
PDMS,30,173,14.008667945861816
PDMS,30,174,15.250251770019531
PDMS,30,175,15.207938194274902
PDMS,30,176,15.131439208984375
PDMS,30,177,18.816164016723633
PDMS,30,178,17.0757999420166
PDMS,30,179,11.087419509887695
PDMS,30,180,15.259678840637207
PDMS,30,181,16.06397247314453
PDMS,30,182,19.848526000976562
PDMS,30,183,17.456369400024414
PDMS,30,184,16.901411056518555
PDMS,30,185,19.567174911499023
PDMS,30,186,14.297163963317871
PDMS,30,187,17.266775131225586
PDMS,30,188,18.92925453186035
PDMS,30,189,18.91295623779297
PDMS,30,190,16.633852005004883
PDMS,30,191,13.030436515808105
PDMS,30,192,18.760461807250977
PDMS,30,193,15.221917152404785
PDMS,30,194,13.384427070617676
PDMS,30,195,13.912585258483887
PDMS,30,196,9.736886978149414
PDMS,30,197,19.220333099365234
PDMS,30,198,15.353191375732422
PDMS,30,199,14.16974925994873
PDMS,30,200,14.80657958984375
PDMS,30,201,16.480566024780273
PDMS,30,202,14.565126419067383
PDMS,30,203,12.219197273254395
PDMS,30,204,17.36016273498535
PDMS,30,205,15.128728866577148
PDMS,30,206,15.388432502746582
PDMS,30,207,18.685333251953125
PDMS,30,208,11.364273071289062
